FormulaName,EffectiveStartDate,EffectiveEndDate,LegislativeDataGroupName,FormulaTypeName,LegislationCode,ViewInstanceName,GroupingKey,LogicalStartDate,LogicalEndDate,BaseFormulaName,Compile,CompileFlag,EditStatus,EssCtxt,FormulaText,LegislationDiscriminator,ModuleId,FormulaName1,Description,FormulaId,FormulaTypeId,LegislativeDataGroupId
Gse Learn Ff,6/1/2018,12/31/4712,,Compensation Calculation,,Formula,"GSE_LEARN_FF,Compensation Calculation,null",6/1/2018,12/31/4712,GSE LEARN FF,,,T,,SU5QVVRTIEFSRSBQRVJTT05JRApDVVJSRU5DWSA9ICdVU0QnCklGIChQRVJTT05JRCA8PSA5OTk5OTk5OTk5OTk5OTkpClRIRU4KKFdBR0U9MTAwCkNVUlJFTkNZID0gJ1VTRCcpCmVsc2UKKFdBR0U9MTAwCkNVUlJFTkNZID0gJ1VTRCcpCnJldHVybiBXQUdFLENVUlJFTkNZ, ,,GSE_LEARN_FF,For Use in Learning Planning Wage Rate Sample Calculation,,,#null
